"FlyBaseID","Fold.Enrichment","FDR.p.value","Human.GeneID","Human.Symbol"
"FBgn0025692",1.9,0,2907,"GRINA"
"FBgn0025692",1.9,0,23017,"FAIM2"
"FBgn0025692",1.9,0,64114,"TMBIM1"
"FBgn0025724",1.75,0,9276,"COPB2"
"FBgn0025740",2.05,0,5362,"PLXNA2"
"FBgn0025740",1.56,0.00069,5362,"PLXNA2"
"FBgn0025741",1.89,5e-04,5362,"PLXNA2"
"FBgn0025741",1.89,5e-04,91584,"PLXNA4"
"FBgn0025741",1.89,5e-04,5361,"PLXNA1"
"FBgn0025741",1.89,5e-04,55558,"PLXNA3"
"FBgn0025741",1.95,0,5362,"PLXNA2"
"FBgn0025741",1.95,0,91584,"PLXNA4"
"FBgn0025741",1.95,0,5361,"PLXNA1"
"FBgn0025741",1.95,0,55558,"PLXNA3"
"FBgn0025800",1.58,0.00515,4088,"SMAD3"
"FBgn0025800",1.58,0.00515,4087,"SMAD2"
"FBgn0025814",1.83,8e-04,4257,"MGST1"
"FBgn0025814",1.83,8e-04,9536,"PTGES"
"FBgn0025825",1.62,0.00047,8841,"HDAC3"
"FBgn0025866",1.58,0.00051,824,"CAPN2"
"FBgn0025866",1.58,0.00051,10753,"CAPN9"
"FBgn0025866",1.58,0.00051,823,"CAPN1"
"FBgn0025866",1.58,0.00051,825,"CAPN3"
"FBgn0025866",1.58,0.00051,11131,"CAPN11"
"FBgn0026060",1.58,0.00515,9562,"MINPP1"
"FBgn0026088",2.61,0,79095,"C9orf16"
"FBgn0026089",2.61,0,78988,"MRP63"
"FBgn0026090",1.89,0.00051,10542,"LAMTOR5"
"FBgn0026160",1.53,8e-04,57178,"ZMIZ1"
"FBgn0026160",1.53,8e-04,83637,"ZMIZ2"
"FBgn0026179",1.89,0,9922,"IQSEC1"
"FBgn0026179",1.89,0,23096,"IQSEC2"
"FBgn0026179",1.89,0,440073,"IQSEC3"
"FBgn0026181",1.55,0.00654,9475,"ROCK2"
"FBgn0026181",1.55,0.00654,6093,"ROCK1"
"FBgn0026192",1.77,0,84612,"PARD6B"
"FBgn0026192",1.77,0,84552,"PARD6G"
"FBgn0026192",1.77,0,50855,"PARD6A"
"FBgn0026192",2.48,0,84612,"PARD6B"
"FBgn0026192",2.48,0,84552,"PARD6G"
"FBgn0026192",2.48,0,50855,"PARD6A"
"FBgn0026199",1.71,0.0015,2660,"MSTN"
"FBgn0026199",1.71,0.0015,10220,"GDF11"
"FBgn0026199",1.59,0.00348,2660,"MSTN"
"FBgn0026199",1.59,0.00348,10220,"GDF11"
"FBgn0026259",2.12,0,9669,"EIF5B"
"FBgn0026259",1.73,0,9669,"EIF5B"
"FBgn0026262",1.95,0,83860,"TAF3"
"FBgn0026370",1.75,0,6733,"SRPK2"
"FBgn0026370",1.75,0,26576,"SRPK3"
"FBgn0026370",1.75,0,6732,"SRPK1"
"FBgn0026371",1.76,0,10733,"PLK4"
"FBgn0026376",2.02,0,23179,"RGL1"
"FBgn0026376",2.02,0,5900,"RALGDS"
"FBgn0026376",2.02,0,57139,"RGL3"
"FBgn0026376",2.02,0,5863,"RGL2"
"FBgn0026376",2.02,0,266747,"RGL4"
"FBgn0026379",1.85,0,5728,"PTEN"
"FBgn0026379",1.78,0,5728,"PTEN"
"FBgn0026400",1.54,8e-04,27309,"ZNF330"
"FBgn0026402",1.73,0,5511,"PPP1R8"
"FBgn0026404",1.52,0.00067,835,"CASP2"
"FBgn0026417",2.35,0,3364,"HUS1"
"FBgn0026417",2.35,0,135458,"HUS1B"
"FBgn0026430",2.3,0,10844,"TUBGCP2"
"FBgn0026441",2.22,0,4298,"MLLT1"
"FBgn0026441",2.22,0,4300,"MLLT3"
"FBgn0026573",1.6,0,1789,"DNMT3B"
"FBgn0026576",1.96,0,23761,"PISD"
"FBgn0026582",1.5,0,10363,"HMG20A"
"FBgn0026582",1.5,0,10362,"HMG20B"
"FBgn0026598",1.96,0,10297,"APC2"
"FBgn0026598",1.96,0,324,"APC"
"FBgn0026598",1.8,0,10297,"APC2"
"FBgn0026598",1.8,0,324,"APC"
"FBgn0026620",1.56,0.00067,6867,"TACC1"
"FBgn0026620",1.56,0.00067,10460,"TACC3"
"FBgn0026620",1.56,0.00067,10579,"TACC2"
"FBgn0026620",2.06,0,6867,"TACC1"
"FBgn0026620",2.06,0,10460,"TACC3"
"FBgn0026620",2.06,0,10579,"TACC2"
"FBgn0026630",2.02,0,10162,"LPCAT3"
"FBgn0026630",1.66,0.00018,10162,"LPCAT3"
"FBgn0026664",1.55,0.00654,10652,"YKT6"
"FBgn0026666",1.86,0.00067,81689,"ISCA1"
"FBgn0026738",1.86,0,51633,"OTUD6B"
"FBgn0026738",1.86,0,139562,"OTUD6A"
"FBgn0026749",1.99,0.00018,51646,"YPEL5"
"FBgn0026749",1.71,0.00218,51646,"YPEL5"
"FBgn0026749",2.23,0,51646,"YPEL5"
"FBgn0026751",2.14,0,7515,"XRCC1"
"FBgn0026753",2.16,0,9550,"ATP6V1G1"
"FBgn0026753",2.16,0,534,"ATP6V1G2"
"FBgn0026753",2.16,0,127124,"ATP6V1G3"
"FBgn0026873",1.89,0.00051,54797,"MED18"
"FBgn0027057",1.76,0,2873,"GPS1"
"FBgn0027085",1.63,5e-04,23395,"LARS2"
"FBgn0027088",1.5,0.0011,2617,"GARS"
"FBgn0027094",1.7,0,16,"AARS"
"FBgn0027101",1.83,0.00051,8445,"DYRK2"
"FBgn0027101",1.83,0.00051,8444,"DYRK3"
"FBgn0027279",1.92,0,9677,"PPIP5K1"
"FBgn0027279",1.92,0,23262,"PPIP5K2"
"FBgn0027296",1.96,5e-04,375743,"PTAR1"
"FBgn0027329",1.52,0.00774,908,"CCT6A"
"FBgn0027329",1.52,0.00774,10693,"CCT6B"
"FBgn0027335",1.58,0.00114,22841,"RAB11FIP2"
"FBgn0027335",1.58,0.00114,80223,"RAB11FIP1"
"FBgn0027335",1.58,0.00114,26056,"RAB11FIP5"
"FBgn0027356",1.5,0,274,"BIN1"
"FBgn0027356",1.5,0,51411,"BIN2"
"FBgn0027356",1.5,0,273,"AMPH"
"FBgn0027491",1.6,0,8851,"CDK5R1"
"FBgn0027491",1.6,0,8941,"CDK5R2"
"FBgn0027493",1.72,0,159,"ADSS"
"FBgn0027493",1.72,0,122622,"ADSSL1"
"FBgn0027493",1.83,0,159,"ADSS"
"FBgn0027493",1.83,0,122622,"ADSSL1"
"FBgn0027499",2.24,0,55729,"ATF7IP"
"FBgn0027499",2.24,0,80063,"ATF7IP2"
"FBgn0027499",1.96,0,55729,"ATF7IP"
"FBgn0027499",1.96,0,80063,"ATF7IP2"
"FBgn0027503",1.93,0,4798,"NFRKB"
"FBgn0027507",2.29,0,57147,"SCYL3"
"FBgn0027515",1.98,0,151742,"PPM1L"
"FBgn0027529",1.5,0,23424,"TDRD7"
"FBgn0027532",1.71,0,55728,"N4BP2"
"FBgn0027532",1.71,0,90634,"N4BP2L1"
"FBgn0027537",1.55,0,9688,"NUP93"
"FBgn0027538",1.57,0.00047,8704,"B4GALT2"
"FBgn0027538",1.57,0.00047,2683,"B4GALT1"
"FBgn0027538",1.57,0.00047,8703,"B4GALT3"
"FBgn0027538",1.57,0.00047,8702,"B4GALT4"
"FBgn0027548",1.88,0,64783,"RBM15"
"FBgn0027548",1.88,0,29890,"RBM15B"
"FBgn0027553",1.99,0,25920,"COBRA1"
"FBgn0027554",1.53,8e-04,23190,"UBXN4"
"FBgn0027561",1.63,0,57706,"DENND1A"
"FBgn0027561",1.63,0,163486,"DENND1B"
"FBgn0027561",1.63,0,79958,"DENND1C"
"FBgn0027564",2.11,0,91869,"RFT1"
"FBgn0027571",1.57,0,2194,"FASN"
"FBgn0027572",1.73,0,51,"ACOX1"
"FBgn0027572",1.73,0,8309,"ACOX2"
"FBgn0027580",2.16,0,5091,"PC"
"FBgn0027583",1.98,0,25979,"DHRS7B"
"FBgn0027583",1.98,0,201140,"DHRS7C"
"FBgn0027592",2.11,0,51586,"MED15"
"FBgn0027598",1.51,0.0011,30011,"SH3KBP1"
"FBgn0027598",1.51,0.0011,23607,"CD2AP"
"FBgn0027609",1.55,0.00051,51619,"UBE2D4"
"FBgn0027609",1.55,0.00051,9246,"UBE2L6"
"FBgn0027609",1.55,0.00051,7332,"UBE2L3"
"FBgn0027610",1.75,0,1468,"SLC25A10"
"FBgn0027610",1.75,0,6182,"MRPL12"
"FBgn0027610",1.93,0,1468,"SLC25A10"
"FBgn0027610",1.93,0,6182,"MRPL12"
"FBgn0027616",1.55,0.00067,91746,"YTHDC1"
"FBgn0027783",1.57,0.00047,10592,"SMC2"
"FBgn0027835",2.18,0,3069,"HDLBP"
"FBgn0027836",1.68,0,9567,"GTPBP1"
"FBgn0027842",1.65,0,1374,"CPT1A"
"FBgn0027842",1.65,0,1375,"CPT1B"
"FBgn0027842",1.65,0,126129,"CPT1C"
"FBgn0027842",1.65,0,1120,"CHKB"
"FBgn0027842",2.18,0,1374,"CPT1A"
"FBgn0027842",2.18,0,1375,"CPT1B"
"FBgn0027842",2.18,0,126129,"CPT1C"
"FBgn0027842",2.18,0,1120,"CHKB"
"FBgn0027873",1.88,0,53981,"CPSF2"
"FBgn0027932",1.6,0,57578,"UNC79"
"FBgn0027932",1.6,0,10409,"BASP1"
"FBgn0027932",1.6,0,2596,"GAP43"
"FBgn0027932",1.6,0,65108,"MARCKSL1"
"FBgn0027932",1.6,0,4082,"MARCKS"
"FBgn0027949",1.5,0,83461,"CDCA3"
"FBgn0027951",1.54,8e-04,57504,"MTA3"
"FBgn0027951",1.54,8e-04,9112,"MTA1"
"FBgn0027951",1.54,8e-04,9219,"MTA2"
"FBgn0028327",1.8,0.0011,6745,"SSR1"
"FBgn0028341",1.52,0.00256,5780,"PTPN9"
"FBgn0028341",1.65,0.00348,5780,"PTPN9"
"FBgn0028343",2.2,0,23141,"ANKLE2"
"FBgn0028387",1.7,0,11143,"KAT7"
"FBgn0028398",2.16,0,6881,"TAF10"
"FBgn0028402",1.89,0,55718,"POLR3E"
"FBgn0028402",1.5,0.0011,55718,"POLR3E"
"FBgn0028421",1.8,0.0011,22920,"KIFAP3"
"FBgn0028421",1.77,0.0015,22920,"KIFAP3"
"FBgn0028421",1.61,0.00435,22920,"KIFAP3"
"FBgn0028434",1.57,0.00047,2067,"ERCC1"
"FBgn0028436",1.64,5e-04,51295,"ECSIT"
"FBgn0028470",1.51,0.0011,219988,"PATL1"
"FBgn0028470",1.51,0.0011,197135,"PATL2"
"FBgn0028471",1.88,0,79882,"ZC3H14"
"FBgn0028475",2.06,0,6400,"SEL1L"
"FBgn0028475",2.06,0,80343,"SEL1L2"
"FBgn0028500",1.58,0,57589,"KIAA1432"
"FBgn0028509",1.95,0,116987,"AGAP1"
"FBgn0028509",1.95,0,116988,"AGAP3"
"FBgn0028509",1.95,0,116986,"AGAP2"
"FBgn0028509",1.95,0,728404,"AGAP8"
"FBgn0028509",1.95,0,119016,"AGAP4"
"FBgn0028509",1.95,0,729092,"AGAP5"
"FBgn0028509",1.95,0,653268,"AGAP7"
"FBgn0028509",1.95,0,414189,"AGAP6"
"FBgn0028509",1.95,0,642517,"AGAP9"
"FBgn0028509",1.95,0,728127,"AGAP10"
"FBgn0028519",1.65,0,23205,"ACSBG1"
"FBgn0028519",1.65,0,81616,"ACSBG2"
"FBgn0028519",1.5,0,23205,"ACSBG1"
"FBgn0028519",1.5,0,81616,"ACSBG2"
"FBgn0028519",1.7,0,23205,"ACSBG1"
"FBgn0028519",1.7,0,81616,"ACSBG2"
"FBgn0028539",1.93,0,21,"ABCA3"
"FBgn0028539",1.93,0,26154,"ABCA12"
"FBgn0028539",1.93,0,23461,"ABCA5"
"FBgn0028539",1.93,0,20,"ABCA2"
"FBgn0028539",1.93,0,10349,"ABCA10"
"FBgn0028539",1.93,0,24,"ABCA4"
"FBgn0028539",1.93,0,154664,"ABCA13"
"FBgn0028539",1.93,0,19,"ABCA1"
"FBgn0028539",1.93,0,23460,"ABCA6"
"FBgn0028539",1.93,0,10350,"ABCA9"
"FBgn0028539",1.93,0,10347,"ABCA7"
"FBgn0028539",1.93,0,10351,"ABCA8"
"FBgn0028539",1.67,0,21,"ABCA3"
"FBgn0028539",1.67,0,26154,"ABCA12"
"FBgn0028539",1.67,0,23461,"ABCA5"
"FBgn0028539",1.67,0,20,"ABCA2"
"FBgn0028539",1.67,0,10349,"ABCA10"
"FBgn0028539",1.67,0,24,"ABCA4"
"FBgn0028539",1.67,0,154664,"ABCA13"
"FBgn0028539",1.67,0,19,"ABCA1"
"FBgn0028539",1.67,0,23460,"ABCA6"
"FBgn0028539",1.67,0,10350,"ABCA9"
"FBgn0028539",1.67,0,10347,"ABCA7"
"FBgn0028539",1.67,0,10351,"ABCA8"
"FBgn0028562",1.73,0,155184,"SLC2A7"
"FBgn0028562",1.73,0,6515,"SLC2A3"
"FBgn0028562",1.73,0,6517,"SLC2A4"
"FBgn0028562",1.73,0,6514,"SLC2A2"
"FBgn0028562",1.73,0,144195,"SLC2A14"
"FBgn0028562",1.73,0,6513,"SLC2A1"
"FBgn0028562",1.73,0,66035,"SLC2A11"
"FBgn0028563",1.73,0,155184,"SLC2A7"
"FBgn0028563",1.73,0,6515,"SLC2A3"
"FBgn0028563",1.73,0,6517,"SLC2A4"
"FBgn0028563",1.73,0,6514,"SLC2A2"
"FBgn0028563",1.73,0,144195,"SLC2A14"
"FBgn0028563",1.73,0,6513,"SLC2A1"
"FBgn0028670",1.56,0.00067,50617,"ATP6V0A4"
"FBgn0028670",1.56,0.00067,535,"ATP6V0A1"
"FBgn0028670",1.56,0.00067,23545,"ATP6V0A2"
"FBgn0028670",1.56,0.00067,10312,"TCIRG1"
"FBgn0028683",2.06,0,6827,"SUPT4H1"
"FBgn0028690",1.96,0,5718,"PSMD12"
"FBgn0028692",1.75,0,5707,"PSMD1"
"FBgn0028693",1.71,0,5714,"PSMD8"
"FBgn0028703",1.65,0,285195,"SLC9A9"
"FBgn0028703",1.65,0,10479,"SLC9A6"
"FBgn0028703",1.65,0,84679,"SLC9A7"
"FBgn0028932",1.67,0,118924,"FRA10AC1"
"FBgn0028956",1.63,0.00018,84873,"GPR128"
"FBgn0028956",1.63,0.00018,2015,"EMR1"
"FBgn0028969",1.89,0.00051,372,"ARCN1"
"FBgn0028970",1.98,0,5876,"RABGGTB"
"FBgn0028978",2.22,0,28951,"TRIB2"
"FBgn0028978",2.22,0,57761,"TRIB3"
"FBgn0028978",2.22,0,10221,"TRIB1"
"FBgn0028978",1.71,0,28951,"TRIB2"
"FBgn0028978",1.71,0,57761,"TRIB3"
"FBgn0028978",1.71,0,10221,"TRIB1"
"FBgn0028982",1.52,0,6830,"SUPT6H"
"FBgn0028984",2.06,0,6317,"SERPINB3"
"FBgn0028984",2.06,0,5269,"SERPINB6"
"FBgn0028984",2.06,0,6318,"SERPINB4"
"FBgn0028984",2.06,0,1992,"SERPINB1"
"FBgn0028984",1.56,0.00067,6317,"SERPINB3"
"FBgn0028984",1.56,0.00067,5269,"SERPINB6"
"FBgn0028984",1.56,0.00067,6318,"SERPINB4"
"FBgn0028984",1.56,0.00067,1992,"SERPINB1"
"FBgn0028984",1.8,0,6317,"SERPINB3"
"FBgn0028984",1.8,0,5269,"SERPINB6"
"FBgn0028984",1.8,0,6318,"SERPINB4"
"FBgn0028984",1.8,0,1992,"SERPINB1"
"FBgn0028992",1.93,0,5510,"PPP1R7"
"FBgn0029067",1.8,0.0011,23399,"CTDNEP1"
"FBgn0029088",1.64,5e-04,84976,"DISP1"
"FBgn0029088",1.64,5e-04,85455,"DISP2"
"FBgn0029092",1.9,0,51454,"GULP1"
"FBgn0029092",1.73,0,51454,"GULP1"
"FBgn0029093",1.63,0.00018,1509,"CTSD"
"FBgn0029093",1.63,0.00018,9476,"NAPSA"
"FBgn0029093",1.63,0.00018,1510,"CTSE"
"FBgn0029093",1.63,0.00018,5972,"REN"
"FBgn0029095",1.8,0,2059,"EPS8"
"FBgn0029095",1.8,0,64787,"EPS8L2"
"FBgn0029095",1.8,0,54869,"EPS8L1"
"FBgn0029095",1.8,0,79574,"EPS8L3"
"FBgn0029114",1.97,0,131578,"LRRC15"
"FBgn0029114",1.97,0,2814,"GP5"
"FBgn0029114",1.97,0,116844,"LRG1"
"FBgn0029114",1.97,0,1370,"CPN2"
"FBgn0029117",1.76,0,6834,"SURF1"
"FBgn0029131",1.52,0.00067,666,"BOK"
"FBgn0029161",1.57,0.00047,51012,"SLMO2"
"FBgn0029161",1.57,0.00047,10650,"SLMO1"
"FBgn0029176",1.51,0,1937,"EEF1G"
"FBgn0029504",1.77,0.0015,1112,"FOXN3"
"FBgn0029504",1.77,0.0015,3344,"FOXN2"
"FBgn0029504",1.89,0.00051,1112,"FOXN3"
"FBgn0029504",1.89,0.00051,3344,"FOXN2"
"FBgn0029514",1.53,8e-04,115416,"MALSU1"
"FBgn0029594",2.61,0,84334,"APOPT1"
"FBgn0029704",2.45,0,84864,"MINA"
"FBgn0029756",2.14,0,201627,"DENND6A"
"FBgn0029756",2.14,0,414918,"DENND6B"
"FBgn0029763",1.55,0.00108,85015,"USP45"
"FBgn0029763",1.55,0.00108,10600,"USP16"
"FBgn0029763",1.58,0.00109,85015,"USP45"
"FBgn0029763",1.58,0.00109,10600,"USP16"
"FBgn0029766",2.02,0,3273,"HRG"
"FBgn0029771",2.48,0,146223,"CMTM4"
"FBgn0029785",1.83,8e-04,11224,"RPL35"
"FBgn0029789",1.58,0,80055,"PGAP1"
"FBgn0029789",2.08,0,80055,"PGAP1"
"FBgn0029798",2.11,0,51750,"RTEL1"
"FBgn0029798",2.11,0,83990,"BRIP1"
"FBgn0029798",1.83,0,51750,"RTEL1"
"FBgn0029798",1.83,0,83990,"BRIP1"
"FBgn0029798",1.61,0.00435,51750,"RTEL1"
"FBgn0029798",1.61,0.00435,83990,"BRIP1"
"FBgn0029823",2.42,0,6470,"SHMT1"
"FBgn0029823",2.42,0,6472,"SHMT2"
"FBgn0029823",2.05,0,6470,"SHMT1"
"FBgn0029823",2.05,0,6472,"SHMT2"
"FBgn0029825",1.86,0,79840,"NHEJ1"
"FBgn0029837",1.61,0.00435,10867,"TSPAN9"
"FBgn0029837",1.61,0.00435,7106,"TSPAN4"
"FBgn0029837",1.61,0.00435,963,"CD53"
"FBgn0029840",1.58,0.00515,57521,"RPTOR"
"FBgn0029843",1.58,0.00515,79258,"MMEL1"
"FBgn0029843",1.58,0.00515,4311,"MME"
"FBgn0029843",1.58,0.00515,5251,"PHEX"
"FBgn0029843",1.58,0.00515,9718,"ECE2"
"FBgn0029848",1.89,0,686,"BTD"
"FBgn0029848",1.89,0,8876,"VNN1"
"FBgn0029848",1.89,0,8875,"VNN2"
"FBgn0029853",1.58,0.00109,126119,"JOSD2"
"FBgn0029853",1.58,0.00109,9929,"JOSD1"
"FBgn0029866",1.61,0.00435,112724,"RDH13"
"FBgn0029866",1.61,0.00435,145226,"RDH12"
"FBgn0029866",1.61,0.00435,57665,"RDH14"
"FBgn0029866",1.61,0.00435,51109,"RDH11"
"FBgn0029866",1.55,0.00186,112724,"RDH13"
"FBgn0029866",1.55,0.00186,145226,"RDH12"
"FBgn0029866",1.55,0.00186,57665,"RDH14"
"FBgn0029866",1.55,0.00186,51109,"RDH11"
"FBgn0029868",1.61,0.00435,51079,"NDUFA13"
"FBgn0029882",1.71,0.00218,27101,"CACYBP"
"FBgn0029911",1.74,0.00183,223082,"ZNRF2"
"FBgn0029911",1.74,0.00183,84937,"ZNRF1"
"FBgn0029912",1.74,0.00183,7110,"TMF1"
"FBgn0029924",1.71,0.00218,51,"ACOX1"
"FBgn0029924",1.71,0.00218,8309,"ACOX2"
"FBgn0029929",1.55,0.00654,55246,"CCDC25"
"FBgn0029941",1.68,0,124245,"ZC3H18"
"FBgn0029942",1.68,0,83451,"ABHD11"
"FBgn0029943",1.89,0.00051,9474,"ATG5"
"FBgn0029944",1.89,0.00051,1796,"DOK1"
"FBgn0029944",1.89,0.00051,9046,"DOK2"
"FBgn0029944",1.89,0.00051,79930,"DOK3"
"FBgn0029945",1.89,0.00051,197322,"ACSF3"
"FBgn0029958",2.02,0,54704,"PDP1"
"FBgn0029958",2.02,0,57546,"PDP2"
"FBgn0029959",2.02,0,116442,"RAB39B"
"FBgn0029959",2.02,0,54734,"RAB39A"
"FBgn0029959",2.02,0,115273,"RAB42"
"FBgn0029969",1.52,0.00103,38,"ACAT1"
"FBgn0029969",1.8,0.0011,38,"ACAT1"
"FBgn0029970",1.8,0.0011,4751,"NEK2"
"FBgn0029970",1.52,0.00103,4751,"NEK2"
"FBgn0029971",1.8,0.0011,4707,"NDUFB1"
"FBgn0029971",1.52,0.00103,4707,"NDUFB1"
"FBgn0029974",1.55,0.00186,57863,"CADM3"
"FBgn0029975",1.55,0.00186,51144,"HSD17B12"
"FBgn0029975",1.55,0.00186,3293,"HSD17B3"
"FBgn0029976",1.55,0.00186,83891,"SNX25"
"FBgn0029977",1.55,0.00654,254528,"MEIOB"
"FBgn0029980",1.58,0.00515,79947,"DHDDS"
"FBgn0029996",2.02,0,7328,"UBE2H"
"FBgn0029996",2.36,0,7328,"UBE2H"
"FBgn0029997",1.74,0.00183,51517,"NCKIPSD"
"FBgn0029999",1.96,0,54881,"TEX10"
"FBgn0029999",1.58,0.00515,54881,"TEX10"
"FBgn0030008",1.58,0.00515,92822,"ZNF276"
"FBgn0030009",1.58,0.00515,51545,"ZNF581"
"FBgn0030009",1.58,0.00515,9310,"ZNF235"
"FBgn0030009",1.58,0.00515,55657,"ZNF692"
"FBgn0030009",1.58,0.00515,92822,"ZNF276"
"FBgn0030009",1.58,0.00515,1270,"CNTF"
"FBgn0030009",1.58,0.00515,115950,"ZNF653"
"FBgn0030034",1.55,0.00186,6760,"SS18"
"FBgn0030034",1.55,0.00186,51188,"SS18L2"
"FBgn0030066",2.14,0,7390,"UROS"
"FBgn0030067",2.14,0,84549,"MAK16"
"FBgn0030067",1.61,0.00435,84549,"MAK16"
"FBgn0030073",1.71,0.00218,79154,"DHRS11"
"FBgn0030081",1.58,0.00515,55813,"UTP6"
"FBgn0030089",1.99,0.00018,164,"AP1G1"
"FBgn0030089",1.99,0.00018,8906,"AP1G2"
"FBgn0030099",1.58,0.00109,124936,"CYB5D2"
"FBgn0030100",1.58,0.00109,23412,"COMMD3"
"FBgn0030114",1.61,0.00435,51088,"KLHL5"
"FBgn0030114",1.61,0.00435,57626,"KLHL1"
"FBgn0030114",1.61,0.00435,56062,"KLHL4"
"FBgn0030136",1.8,0.0011,6234,"RPS28"
"FBgn0030218",1.8,0.0011,10166,"SLC25A15"
"FBgn0030218",1.8,0.0011,83884,"SLC25A2"
"FBgn0030239",1.77,0.0015,25796,"PGLS"
"FBgn0030240",1.77,0.0015,54739,"XAF1"
"FBgn0030240",1.77,0.0015,283337,"ZNF740"
"FBgn0030240",1.77,0.0015,7707,"ZNF148"
"FBgn0030240",1.77,0.0015,23528,"ZNF281"
"FBgn0030240",1.77,0.0015,162963,"ZNF610"
"FBgn0030240",1.77,0.0015,148254,"ZNF555"
"FBgn0030240",1.77,0.0015,79088,"ZNF426"
"FBgn0030240",1.77,0.0015,58492,"ZNF77"
"FBgn0030240",1.77,0.0015,10127,"ZNF263"
"FBgn0030240",1.77,0.0015,147657,"ZNF480"
"FBgn0030240",1.77,0.0015,7761,"ZNF214"
"FBgn0030240",1.77,0.0015,7589,"ZSCAN21"
"FBgn0030240",1.77,0.0015,79175,"ZNF343"
"FBgn0030240",1.77,0.0015,84765,"ZNF577"
"FBgn0030240",1.77,0.0015,7692,"ZNF133"
"FBgn0030240",1.77,0.0015,55762,"ZNF701"
"FBgn0030240",1.77,0.0015,148156,"ZNF558"
"FBgn0030240",1.77,0.0015,64412,"GZF1"
"FBgn0030246",1.65,0.00348,90957,"DHX57"
"FBgn0030247",1.65,0.00348,755,"C21orf2"
"FBgn0030268",2.02,0,3796,"KIF2A"
"FBgn0030268",2.02,0,84643,"KIF2B"
"FBgn0030268",2.02,0,11004,"KIF2C"
"FBgn0030269",2.02,0,8099,"CDK2AP1"
"FBgn0030269",2.02,0,10263,"CDK2AP2"
"FBgn0030286",1.61,0.00069,26130,"GAPVD1"
"FBgn0030289",1.58,0.00515,7841,"MOGS"
"FBgn0030289",1.52,0.00774,7841,"MOGS"
"FBgn0030291",1.58,0.00515,128061,"C1orf131"
"FBgn0030293",1.58,0.00515,9686,"VGLL4"
"FBgn0030293",1.52,0.00774,9686,"VGLL4"
"FBgn0030300",1.55,0.00654,56848,"SPHK2"
"FBgn0030300",1.55,0.00654,8877,"SPHK1"
"FBgn0030310",1.89,0.00051,114771,"PGLYRP3"
"FBgn0030310",1.89,0.00051,114770,"PGLYRP2"
"FBgn0030310",1.89,0.00051,57115,"PGLYRP4"
"FBgn0030310",2.08,0,114771,"PGLYRP3"
"FBgn0030310",2.08,0,114770,"PGLYRP2"
"FBgn0030310",2.08,0,57115,"PGLYRP4"
"FBgn0030311",1.96,5e-04,729515,"TMEM242"
"FBgn0030313",2.51,0,92840,"REEP6"
"FBgn0030313",2.51,0,7905,"REEP5"
"FBgn0030313",2.51,0,221035,"REEP3"
"FBgn0030313",2.51,0,51308,"REEP2"
"FBgn0030313",2.51,0,80346,"REEP4"
"FBgn0030313",2.51,0,65055,"REEP1"
"FBgn0030313",1.96,5e-04,92840,"REEP6"
"FBgn0030313",1.96,5e-04,7905,"REEP5"
"FBgn0030313",1.96,5e-04,221035,"REEP3"
"FBgn0030313",1.96,5e-04,51308,"REEP2"
"FBgn0030313",1.96,5e-04,80346,"REEP4"
"FBgn0030313",1.96,5e-04,65055,"REEP1"
"FBgn0030314",1.96,5e-04,92822,"ZNF276"
"FBgn0030314",1.96,5e-04,115950,"ZNF653"
"FBgn0030314",1.96,5e-04,7704,"ZBTB16"
"FBgn0030314",1.96,5e-04,604,"BCL6"
"FBgn0030314",2.51,0,92822,"ZNF276"
"FBgn0030314",2.51,0,115950,"ZNF653"
"FBgn0030314",2.51,0,7704,"ZBTB16"
"FBgn0030314",2.51,0,604,"BCL6"
"FBgn0030316",2.51,0,285346,"ZNF852"
"FBgn0030316",2.51,0,90075,"ZNF30"
"FBgn0030316",2.51,0,57232,"ZNF630"
"FBgn0030316",2.51,0,199704,"ZNF585A"
"FBgn0030316",2.51,0,7704,"ZBTB16"
"FBgn0030316",2.51,0,65243,"ZNF643"
"FBgn0030316",2.51,0,604,"BCL6"
"FBgn0030316",2.51,0,256051,"ZNF549"
"FBgn0030316",2.51,0,146198,"ZFP90"
"FBgn0030316",2.51,0,51710,"ZNF44"
"FBgn0030316",2.51,0,23660,"ZKSCAN5"
"FBgn0030316",2.51,0,144348,"ZNF664"
"FBgn0030323",1.71,0.00057,51397,"COMMD10"
"FBgn0030329",2.73,0,81567,"TXNDC5"
"FBgn0030330",2.73,0,388419,"BTBD17"
"FBgn0030330",2.73,0,3959,"LGALS3BP"
"FBgn0030336",2.2,0,89978,"ATPBD4"
"FBgn0030336",1.77,0.0015,89978,"ATPBD4"
"FBgn0030354",1.58,0.00114,5976,"UPF1"
"FBgn0030361",2.05,0,728441,"GGT2"
"FBgn0030361",2.05,0,2678,"GGT1"
"FBgn0030362",2.05,0,9104,"RGN"
"FBgn0030364",2.05,0,124801,"LSM12"
"FBgn0030395",1.65,0.00348,54903,"MKS1"
"FBgn0030400",1.77,0.0015,64207,"IRF2BPL"
"FBgn0030400",1.77,0.0015,359948,"IRF2BP2"
"FBgn0030400",1.77,0.0015,26145,"IRF2BP1"
"FBgn0030400",1.96,5e-04,64207,"IRF2BPL"
"FBgn0030400",1.96,5e-04,359948,"IRF2BP2"
"FBgn0030400",1.96,5e-04,26145,"IRF2BP1"
