"FlyBaseID","Human.GeneID","Human.Symbol","logFC.Nup98.down","p.val.fdr.Nup98.down"
"FBgn0026778",5810,"RAD1",1.029494101,0.03356038
"FBgn0026787",23315,"SLC9A8",-1.057748249,0.001387684
"FBgn0026873",54797,"MED18",-1.247443485,0.043817666
"FBgn0027070",7368,"UGT8",-1.28924642,0.015519861
"FBgn0027079",7407,"VARS",-1.579987696,0.010813217
"FBgn0027081",6897,"TARS",-0.873688282,0.036742079
"FBgn0027081",123283,"TARSL2",-0.873688282,0.036742079
"FBgn0027081",80222,"TARS2",-0.873688282,0.036742079
"FBgn0027095",441549,"CDNF",-1.513222296,0.001972261
"FBgn0027095",7873,"MANF",-1.513222296,0.001972261
"FBgn0027338",3841,"KPNA5",0.547509947,0.032402657
"FBgn0027338",3839,"KPNA3",0.547509947,0.032402657
"FBgn0027338",3840,"KPNA4",0.547509947,0.032402657
"FBgn0027338",23633,"KPNA6",0.547509947,0.032402657
"FBgn0027342",8322,"FZD4",-0.872368696,0.002423188
"FBgn0027359",26521,"TIMM8B",-1.063584771,0.006761065
"FBgn0027359",1678,"TIMM8A",-1.063584771,0.006761065
"FBgn0027497",340371,"NRBP2",-0.541190219,0.037387688
"FBgn0027497",29959,"NRBP1",-0.541190219,0.037387688
"FBgn0027500",55125,"CEP192",-1.360208478,0.013084662
"FBgn0027508",80351,"TNKS2",0.520697243,0.010796125
"FBgn0027508",8658,"TNKS",0.520697243,0.010796125
"FBgn0027512",63893,"UBE2O",-1.769506842,0.009852459
"FBgn0027515",151742,"PPM1L",-0.727171917,0.005816425
"FBgn0027532",55728,"N4BP2",-1.137135407,0.007309969
"FBgn0027532",90634,"N4BP2L1",-1.137135407,0.007309969
"FBgn0027552",231,"AKR1B1",-1.540650044,0.002642526
"FBgn0027552",6718,"AKR1D1",-1.540650044,0.002642526
"FBgn0027552",1645,"AKR1C1",-1.540650044,0.002642526
"FBgn0027552",1109,"AKR1C4",-1.540650044,0.002642526
"FBgn0027552",8644,"AKR1C3",-1.540650044,0.002642526
"FBgn0027552",57016,"AKR1B10",-1.540650044,0.002642526
"FBgn0027553",25920,"COBRA1",0.776504902,0.002551949
"FBgn0027556",54346,"UNC93A",1.325714958,0.049848195
"FBgn0027563",132724,"TMPRSS11B",0.980405151,0.003807145
"FBgn0027564",91869,"RFT1",-0.89250948,0.043832172
"FBgn0027567",25792,"CIZ1",-0.936726589,0.003129356
"FBgn0027571",2194,"FASN",-2.193136305,0.002815921
"FBgn0027578",1889,"ECE1",0.808343804,0.030245873
"FBgn0027582",57130,"ATP13A1",-0.79832129,0.002179861
"FBgn0027588",23193,"GANAB",-0.836198095,0.001497435
"FBgn0027588",2595,"GANC",-0.836198095,0.001497435
"FBgn0027596",23189,"KANK1",-1.350031058,0.002183858
"FBgn0027596",256949,"KANK3",-1.350031058,0.002183858
"FBgn0027596",25959,"KANK2",-1.350031058,0.002183858
"FBgn0027596",163782,"KANK4",-1.350031058,0.002183858
"FBgn0027603",29843,"SENP1",0.577341928,0.041934649
"FBgn0027603",59343,"SENP2",0.577341928,0.041934649
"FBgn0027610",1468,"SLC25A10",-1.209902029,0.011330733
"FBgn0027610",6182,"MRPL12",-1.209902029,0.011330733
"FBgn0027615",5018,"OXA1L",-0.976328868,0.011375
"FBgn0027655",3064,"HTT",0.711855963,0.006051394
"FBgn0027657",114757,"CYGB",-1.038592917,0.020571693
"FBgn0027784",8559,"PRPF18",0.863177543,0.020299791
"FBgn0027794",10128,"LRPPRC",0.910189133,0.0023409
"FBgn0027835",3069,"HDLBP",-1.03552472,0.006344282
"FBgn0027841",23283,"CSTF2T",0.491598249,0.013783637
"FBgn0027841",1478,"CSTF2",0.491598249,0.013783637
"FBgn0027865",3732,"CD82",-0.63681748,0.007958464
"FBgn0027865",10100,"TSPAN2",-0.63681748,0.007958464
"FBgn0027865",975,"CD81",-0.63681748,0.007958464
"FBgn0027872",26207,"PITPNC1",-0.786325107,0.025521091
"FBgn0027885",8539,"API5",-0.758291759,0.007736762
"FBgn0027932",65108,"MARCKSL1",-0.585168261,0.035219108
"FBgn0027932",10409,"BASP1",-0.585168261,0.035219108
"FBgn0027932",57578,"UNC79",-0.585168261,0.035219108
"FBgn0027932",4082,"MARCKS",-0.585168261,0.035219108
"FBgn0027932",2596,"GAP43",-0.585168261,0.035219108
"FBgn0027936",11065,"UBE2C",-0.728511475,0.002642526
"FBgn0027945",2653,"GCSH",-0.895288753,0.001539264
"FBgn0028399",57515,"SERINC1",-0.757921143,0.027855875
"FBgn0028399",10955,"SERINC3",-0.757921143,0.027855875
"FBgn0028399",347735,"SERINC2",-0.757921143,0.027855875
"FBgn0028401",8773,"SNAP23",-0.820949063,0.007876384
"FBgn0028401",6616,"SNAP25",-0.820949063,0.007876384
"FBgn0028411",55916,"NXT2",1.069395005,0.040956361
"FBgn0028411",29107,"NXT1",1.069395005,0.040956361
"FBgn0028419",55161,"TMEM33",-1.552789894,0.001428521
"FBgn0028425",56301,"SLC7A10",-0.608926741,0.035219108
"FBgn0028425",23428,"SLC7A8",-0.608926741,0.035219108
"FBgn0028425",8140,"SLC7A5",-0.608926741,0.035219108
"FBgn0028425",9057,"SLC7A6",-0.608926741,0.035219108
"FBgn0028425",11136,"SLC7A9",-0.608926741,0.035219108
"FBgn0028425",9056,"SLC7A7",-0.608926741,0.035219108
"FBgn0028436",51295,"ECSIT",-1.325648872,0.00400981
"FBgn0028467",9354,"UBE4A",0.384192766,0.049515961
"FBgn0028470",197135,"PATL2",1.191548057,0.000480934
"FBgn0028470",219988,"PATL1",1.191548057,0.000480934
"FBgn0028473",23560,"GTPBP4",-2.21602051,0.000371573
"FBgn0028475",6400,"SEL1L",-1.088031942,0.018988256
"FBgn0028475",80343,"SEL1L2",-1.088031942,0.018988256
"FBgn0028480",79850,"FAM57A",-0.455994423,0.048409757
"FBgn0028480",83723,"FAM57B",-0.455994423,0.048409757
"FBgn0028500",57589,"KIAA1432",-1.744134645,0.000480934
"FBgn0028539",23460,"ABCA6",-2.192512702,0.002208365
"FBgn0028539",23461,"ABCA5",-2.192512702,0.002208365
"FBgn0028539",10351,"ABCA8",-2.192512702,0.002208365
"FBgn0028539",26154,"ABCA12",-2.192512702,0.002208365
"FBgn0028539",10347,"ABCA7",-2.192512702,0.002208365
"FBgn0028539",19,"ABCA1",-2.192512702,0.002208365
"FBgn0028539",10349,"ABCA10",-2.192512702,0.002208365
"FBgn0028539",10350,"ABCA9",-2.192512702,0.002208365
"FBgn0028539",24,"ABCA4",-2.192512702,0.002208365
"FBgn0028539",20,"ABCA2",-2.192512702,0.002208365
"FBgn0028539",154664,"ABCA13",-2.192512702,0.002208365
"FBgn0028539",21,"ABCA3",-2.192512702,0.002208365
"FBgn0028542",221806,"VWDE",1.196865029,0.03613788
"FBgn0028542",11197,"WIF1",1.196865029,0.03613788
"FBgn0028550",467,"ATF3",0.449965902,0.0303648
"FBgn0028550",122953,"JDP2",0.449965902,0.0303648
"FBgn0028645",253559,"CADM2",0.578594449,0.041214412
"FBgn0028645",23705,"CADM1",0.578594449,0.041214412
"FBgn0028665",9114,"ATP6V0D1",-0.77580205,0.005875277
"FBgn0028665",245972,"ATP6V0D2",-0.77580205,0.005875277
"FBgn0028671",535,"ATP6V0A1",-0.503327267,0.042881861
"FBgn0028671",23545,"ATP6V0A2",-0.503327267,0.042881861
"FBgn0028671",50617,"ATP6V0A4",-0.503327267,0.042881861
"FBgn0028671",10312,"TCIRG1",-0.503327267,0.042881861
"FBgn0028683",6827,"SUPT4H1",0.392857184,0.045663294
"FBgn0028687",5701,"PSMC2",0.75295387,0.04101774
"FBgn0028688",9861,"PSMD6",-1.271698685,0.038864498
"FBgn0028689",5717,"PSMD11",-0.732003559,0.00403119
"FBgn0028691",5719,"PSMD13",-0.881953691,0.041848067
"FBgn0028697",6138,"RPL15",-1.109047459,0.020631655
"FBgn0028717",10019,"SH2B3",-0.643832323,0.004611773
"FBgn0028717",25970,"SH2B1",-0.643832323,0.004611773
"FBgn0028741",200576,"PIKFYVE",0.398670996,0.03828108
"FBgn0028743",26575,"RGS17",-0.47279231,0.019604443
"FBgn0028743",8601,"RGS20",-0.47279231,0.019604443
"FBgn0028743",10287,"RGS19",-0.47279231,0.019604443
"FBgn0028746",497661,"C18orf32",1.058433414,0.015555657
"FBgn0028833",51727,"CMPK1",-0.777357845,0.012373569
"FBgn0028857",128153,"SPATA17",0.715936923,0.008989624
"FBgn0028916",57704,"GBA2",-0.55402932,0.043505134
"FBgn0028919",63932,"CXorf56",0.422989428,0.031613469
"FBgn0028936",11197,"WIF1",-1.327586634,0.001720154
"FBgn0028936",221806,"VWDE",-1.327586634,0.001720154
"FBgn0028936",4148,"MATN3",-1.327586634,0.001720154
"FBgn0028992",5510,"PPP1R7",-0.733281711,0.032283162
"FBgn0029092",51454,"GULP1",-1.072671066,0.001542882
"FBgn0029093",1510,"CTSE",-1.890355887,0.004724023
"FBgn0029093",1509,"CTSD",-1.890355887,0.004724023
"FBgn0029093",5972,"REN",-1.890355887,0.004724023
"FBgn0029093",9476,"NAPSA",-1.890355887,0.004724023
"FBgn0029094",25842,"ASF1A",0.493442536,0.018988256
"FBgn0029094",55723,"ASF1B",0.493442536,0.018988256
"FBgn0029133",5721,"PSME2",-2.068814054,0.005570789
"FBgn0029133",10197,"PSME3",-2.068814054,0.005570789
"FBgn0029133",5720,"PSME1",-2.068814054,0.005570789
"FBgn0029134",122706,"PSMB11",-0.806004555,0.017481151
"FBgn0029134",5693,"PSMB5",-0.806004555,0.017481151
"FBgn0029134",5696,"PSMB8",-0.806004555,0.017481151
"FBgn0029152",23608,"MKRN1",0.832627853,0.004207018
"FBgn0029152",7681,"MKRN3",0.832627853,0.004207018
"FBgn0029152",23609,"MKRN2",0.832627853,0.004207018
"FBgn0029506",10099,"TSPAN3",-1.649068403,0.007279649
"FBgn0029506",967,"CD63",-1.649068403,0.007279649
"FBgn0029506",10100,"TSPAN2",-1.649068403,0.007279649
"FBgn0029689",374569,"ASPG",0.704979459,0.008557615
"FBgn0029712",81932,"HDHD3",-0.652722335,0.043505134
"FBgn0029736",93627,"TBCK",-1.46696865,0.002183858
"FBgn0029771",146223,"CMTM4",-1.483101294,0.002444542
"FBgn0029791",81792,"ADAMTS12",-0.818903136,0.007043138
"FBgn0029791",11173,"ADAMTS7",-0.818903136,0.007043138
"FBgn0029800",91750,"LIN52",-0.707448185,0.020301161
"FBgn0029818",8733,"GPAA1",-1.813944697,0.003363792
"FBgn0029822",112939,"NACC1",0.430436276,0.04291041
"FBgn0029837",963,"CD53",1.154035073,0.002821163
"FBgn0029837",7106,"TSPAN4",1.154035073,0.002821163
"FBgn0029837",10867,"TSPAN9",1.154035073,0.002821163
"FBgn0029849",84912,"SLC35B4",-1.150375928,0.02498469
"FBgn0029853",9929,"JOSD1",-0.629148477,0.045473652
"FBgn0029853",126119,"JOSD2",-0.629148477,0.045473652
"FBgn0029867",23414,"ZFPM2",0.617258462,0.013254086
"FBgn0029881",10634,"GAS2L1",1.45894705,0.020403385
"FBgn0029881",246176,"GAS2L2",1.45894705,0.020403385
"FBgn0029893",55565,"ZNF821",0.359869617,0.046929034
"FBgn0029897",100526842,"RPL17-C18ORF32",-1.147270313,0.018988256
"FBgn0029897",6139,"RPL17",-1.147270313,0.018988256
"FBgn0029899",137209,"ZNF572",-1.097036729,0.038027969
"FBgn0029903",79585,"CORO7",-0.448951679,0.022874918
"FBgn0029912",7110,"TMF1",-1.364639998,0.036958882
"FBgn0029925",255252,"LRRC57",-0.614451638,0.03555101
"FBgn0029928",64412,"GZF1",0.409524802,0.034451841
"FBgn0029928",388507,"ZNF788",0.409524802,0.034451841
"FBgn0029944",1796,"DOK1",0.629231509,0.004657922
"FBgn0029944",79930,"DOK3",0.629231509,0.004657922
"FBgn0029944",9046,"DOK2",0.629231509,0.004657922
"FBgn0029975",3293,"HSD17B3",-2.149962167,0.000355666
"FBgn0029975",51144,"HSD17B12",-2.149962167,0.000355666
"FBgn0029979",1655,"DDX5",1.121557421,0.005907029
"FBgn0029979",10521,"DDX17",1.121557421,0.005907029
"FBgn0029993",64446,"DNAI2",0.511949671,0.049579954
"FBgn0030011",10681,"GNB5",0.864513118,0.0261905
"FBgn0030013",50487,"PLA2G3",-0.992324859,0.000916509
"FBgn0030054",10036,"CHAF1A",-1.248250628,0.005224958
"FBgn0030055",9711,"KIAA0226",-1.37894108,0.045473652
"FBgn0030055",80183,"KIAA0226L",-1.37894108,0.045473652
"FBgn0030057",5538,"PPT1",-0.696252531,0.021530762
"FBgn0030058",60529,"ALX4",0.606349419,0.010019089
"FBgn0030067",84549,"MAK16",-2.057165464,0.045909813
"FBgn0030073",79154,"DHRS11",-1.179797021,0.004650918
"FBgn0030109",57720,"GPR107",-1.00346246,0.010288375
"FBgn0030109",56927,"GPR108",-1.00346246,0.010288375
"FBgn0030114",56062,"KLHL4",0.709013453,0.002764976
"FBgn0030114",51088,"KLHL5",0.709013453,0.002764976
"FBgn0030114",57626,"KLHL1",0.709013453,0.002764976
"FBgn0030196",64785,"GINS3",-0.516516352,0.041810483
"FBgn0030206",63925,"ZNF335",0.672028537,0.004952616
"FBgn0030206",342926,"ZNF677",0.672028537,0.004952616
"FBgn0030206",115950,"ZNF653",0.672028537,0.004952616
"FBgn0030206",10168,"ZNF197",0.672028537,0.004952616
"FBgn0030206",92822,"ZNF276",0.672028537,0.004952616
"FBgn0030223",2028,"ENPEP",1.246125641,0.017845592
"FBgn0030223",206338,"AQPEP",1.246125641,0.017845592
"FBgn0030223",29953,"TRHDE",1.246125641,0.017845592
"FBgn0030223",290,"ANPEP",1.246125641,0.017845592
"FBgn0030234",54918,"CMTM6",-1.493553334,0.000355666
"FBgn0030234",146223,"CMTM4",-1.493553334,0.000355666
"FBgn0030245",390928,"PAPL",-1.256208608,0.022751823
"FBgn0030266",199720,"GGN",0.43940903,0.031894123
"FBgn0030269",8099,"CDK2AP1",-0.623491721,0.005698355
"FBgn0030269",10263,"CDK2AP2",-0.623491721,0.005698355
"FBgn0030313",80346,"REEP4",0.988758575,0.033885848
"FBgn0030313",65055,"REEP1",0.988758575,0.033885848
"FBgn0030313",7905,"REEP5",0.988758575,0.033885848
"FBgn0030313",221035,"REEP3",0.988758575,0.033885848
"FBgn0030313",51308,"REEP2",0.988758575,0.033885848
"FBgn0030313",92840,"REEP6",0.988758575,0.033885848
"FBgn0030316",90075,"ZNF30",-0.560913039,0.021916904
"FBgn0030316",51710,"ZNF44",-0.560913039,0.021916904
"FBgn0030316",256051,"ZNF549",-0.560913039,0.021916904
"FBgn0030316",144348,"ZNF664",-0.560913039,0.021916904
"FBgn0030316",57232,"ZNF630",-0.560913039,0.021916904
"FBgn0030316",285346,"ZNF852",-0.560913039,0.021916904
"FBgn0030316",604,"BCL6",-0.560913039,0.021916904
"FBgn0030316",23660,"ZKSCAN5",-0.560913039,0.021916904
"FBgn0030316",146198,"ZFP90",-0.560913039,0.021916904
"FBgn0030316",65243,"ZNF643",-0.560913039,0.021916904
"FBgn0030316",7704,"ZBTB16",-0.560913039,0.021916904
"FBgn0030316",199704,"ZNF585A",-0.560913039,0.021916904
"FBgn0030318",162494,"RHBDL3",-1.059404273,0.00058528
"FBgn0030322",6119,"RPA3",-0.529386834,0.021726465
"FBgn0030323",51397,"COMMD10",0.627509255,0.005331142
"FBgn0030336",89978,"ATPBD4",-0.949028464,0.01146251
"FBgn0030341",353376,"TICAM2",-1.710218651,0.007463595
"FBgn0030341",51014,"TMED7",-1.710218651,0.007463595
"FBgn0030341",100302736,"TMED7-TICAM2",-1.710218651,0.007463595
"FBgn0030341",23423,"TMED3",-1.710218651,0.007463595
"FBgn0030354",5976,"UPF1",-0.57891495,0.039475282
"FBgn0030365",5356,"PLRG1",0.503465083,0.01101498
"FBgn0030412",9515,"STXBP5L",-0.680885143,0.045620389
"FBgn0030412",134957,"STXBP5",-0.680885143,0.045620389
"FBgn0030434",84312,"BRMS1L",-0.699834451,0.027106656
"FBgn0030434",25855,"BRMS1",-0.699834451,0.027106656
"FBgn0030435",78992,"YIPF2",-0.851830444,0.005913347
"FBgn0030435",54432,"YIPF1",-0.851830444,0.005913347
"FBgn0030457",5711,"PSMD5",-0.460768033,0.048808467
"FBgn0030465",54928,"IMPAD1",-1.271710363,0.02398289
"FBgn0030484",2952,"GSTT1",-0.903580745,0.002444542
"FBgn0030484",2953,"GSTT2",-0.903580745,0.002444542
"FBgn0030484",653689,"GSTT2B",-0.903580745,0.002444542
"FBgn0030485",10826,"C5orf4",0.544890842,0.013688327
"FBgn0030499",23080,"AVL9",-0.645919712,0.035203148
"FBgn0030518",51074,"APIP",0.81753371,0.005134257
"FBgn0030520",27250,"PDCD4",-1.693752979,0.001804713
"FBgn0030552",64978,"MRPL38",0.378680383,0.041610501
"FBgn0030554",54920,"DUS2L",-1.574210351,0.013401848
"FBgn0030556",8732,"RNGTT",-1.069654989,0.043233506
"FBgn0030571",92400,"RBM18",-1.115613189,0.038525121
"FBgn0030606",11018,"TMED1",-1.338591016,0.003141717
"FBgn0030606",50999,"TMED5",-1.338591016,0.003141717
"FBgn0030608",5346,"PLIN1",-1.738647187,0.007843101
"FBgn0030608",123,"PLIN2",-1.738647187,0.007843101
"FBgn0030613",8567,"MADD",0.810413903,0.007210471
"FBgn0030638",8273,"SLC10A3",-1.473232929,0.017245504
"FBgn0030638",6555,"SLC10A2",-1.473232929,0.017245504
"FBgn0030638",347051,"SLC10A5",-1.473232929,0.017245504
"FBgn0030646",83932,"SPRTN",-1.074416013,0.005739846
"FBgn0030655",143884,"CWF19L2",-1.418963913,0.013828562
"FBgn0030671",474384,"F8A3",0.623750241,0.046350512
"FBgn0030672",10061,"ABCF2",-1.13709321,0.001377111
"FBgn0030685",4983,"OPHN1",-1.400247335,0.001100961
"FBgn0030685",23092,"ARHGAP26",-1.400247335,0.001100961
"FBgn0030685",79658,"ARHGAP10",-1.400247335,0.001100961
"FBgn0030685",143872,"ARHGAP42",-1.400247335,0.001100961
"FBgn0030687",11128,"POLR3A",-1.027909764,0.011540176
"FBgn0030692",10884,"MRPS30",-0.771833877,0.035496783
"FBgn0030695",114771,"PGLYRP3",-0.927545779,0.003452719
"FBgn0030695",57115,"PGLYRP4",-0.927545779,0.003452719
"FBgn0030700",79712,"GTDC1",0.393027403,0.035931653
"FBgn0030710",60468,"BACH2",-1.064897264,0.024767977
"FBgn0030710",9880,"ZBTB39",-1.064897264,0.024767977
"FBgn0030710",7709,"ZBTB17",-1.064897264,0.024767977
"FBgn0030719",1983,"EIF5",-1.447489488,0.026482173
"FBgn0030720",117246,"FTSJ3",-0.960010975,0.032142939
"FBgn0030752",55754,"TMEM30A",-0.882804426,0.001632273
"FBgn0030752",161291,"TMEM30B",-0.882804426,0.001632273
"FBgn0030790",29035,"C16orf72",0.558677743,0.012109295
"FBgn0030800",10641,"NPRL2",-1.562505282,0.004212719
"FBgn0030850",440026,"TMEM41B",-1.516885945,0.000949515
"FBgn0030853",4729,"NDUFV2",-1.195289347,0.00400981
"FBgn0030863",27338,"UBE2S",-1.001935595,0.013083698
"FBgn0030864",55872,"PBK",-0.762914427,0.005240055
"FBgn0030877",93973,"ACTR8",0.640501038,0.009422577
"FBgn0030894",93343,"FAM125A",-0.598497431,0.007775229
"FBgn0030894",89853,"FAM125B",-0.598497431,0.007775229
"FBgn0030941",7293,"TNFRSF4",-0.734409757,0.040316016
"FBgn0030945",54556,"ING3",1.013221065,0.005224958
"FBgn0030955",23406,"COTL1",-0.822546016,0.007279649
"FBgn0030970",90025,"UBE3D",-1.555451207,0.021761015
"FBgn0030973",80013,"FAM188A",-0.926749921,0.005152327
"FBgn0030995",606495,"CYB5RL",-0.947906171,0.002912545
"FBgn0030996",84548,"TMEM185A",-1.108735536,0.02498469
"FBgn0030996",79134,"TMEM185B",-1.108735536,0.02498469
"FBgn0031005",9951,"HS3ST4",0.553796508,0.023743606
"FBgn0031005",9956,"HS3ST2",0.553796508,0.023743606
"FBgn0031005",9953,"HS3ST3B1",0.553796508,0.023743606
"FBgn0031005",9955,"HS3ST3A1",0.553796508,0.023743606
"FBgn0031005",64711,"HS3ST6",0.553796508,0.023743606
"FBgn0031011",6566,"SLC16A1",-1.288683147,0.004925065
"FBgn0031012",201232,"SLC16A13",-0.729252249,0.0041442
"FBgn0031021",4724,"NDUFS4",-1.116071728,0.007698686
"FBgn0031023",9324,"HMGN3",0.730936356,0.033736901
"FBgn0031023",79366,"HMGN5",0.730936356,0.033736901
"FBgn0031023",3151,"HMGN2",0.730936356,0.033736901
"FBgn0031023",10473,"HMGN4",0.730936356,0.033736901
"FBgn0031030",51347,"TAOK3",-0.974339613,0.024133579
"FBgn0031030",57551,"TAOK1",-0.974339613,0.024133579
"FBgn0031030",9344,"TAOK2",-0.974339613,0.024133579
"FBgn0031036",64426,"SUDS3",-0.969257536,0.031613469
"FBgn0031043",51126,"NAA20",-0.902149875,0.001686957
"FBgn0031044",11266,"DUSP12",0.553920976,0.007654658
"FBgn0031047",9125,"RQCD1",-2.551856594,0.002527572
"FBgn0031051",57510,"XPO5",-0.498884978,0.018909495
"FBgn0031070",57650,"KIAA1524",-1.066876358,0.040446692
"FBgn0031091",51533,"PHF7",-1.257910611,0.019942902
"FBgn0031091",55632,"G2E3",-1.257910611,0.019942902
"FBgn0031094",261726,"TIPRL",0.48898739,0.021726465
"FBgn0031106",8675,"STX16",-1.617316218,0.018697027
"FBgn0031148",875,"CBS",-0.474767349,0.021051489
"FBgn0031189",93587,"TRMT10A",-0.934166732,0.008153808
"FBgn0031208",59343,"SENP2",0.691086877,0.033804896
"FBgn0031208",29843,"SENP1",0.691086877,0.033804896
"FBgn0031228",4725,"NDUFS5",-0.463109032,0.030439302
"FBgn0031229",9410,"SNRNP40",-0.665502023,0.022570568
"FBgn0031231",124995,"MRPL10",0.487080088,0.013546414
"FBgn0031238",64118,"DUS1L",-0.586785108,0.048767021
"FBgn0031261",3359,"HTR3A",-1.665093772,0.005674259
"FBgn0031261",285242,"HTR3E",-1.665093772,0.005674259
"FBgn0031307",57030,"SLC17A7",-1.348631407,0.010951864
"FBgn0031307",26503,"SLC17A5",-1.348631407,0.010951864
"FBgn0031307",246213,"SLC17A8",-1.348631407,0.010951864
"FBgn0031307",57084,"SLC17A6",-1.348631407,0.010951864
"FBgn0031308",387338,"NSUN4",1.042462738,0.027657681
"FBgn0031310",51699,"VPS29",0.949197467,0.001542882
"FBgn0031312",116150,"NUS1",-1.149975703,0.018445839
"FBgn0031318",8241,"RBM10",-1.846595003,0.024776291
"FBgn0031318",10181,"RBM5",-1.846595003,0.024776291
"FBgn0031318",10180,"RBM6",-1.846595003,0.024776291
"FBgn0031319",8241,"RBM10",-1.779805485,0.033561917
"FBgn0031319",10181,"RBM5",-1.779805485,0.033561917
"FBgn0031321",81890,"QTRT1",-1.102073241,0.00854397
"FBgn0031359",55186,"SLC25A36",1.045944569,0.026796405
"FBgn0031359",84275,"SLC25A33",1.045944569,0.026796405
"FBgn0031376",79139,"DERL1",-0.90345642,0.0314296
"FBgn0031418",27294,"DHDH",-0.732251295,0.007669729
"FBgn0031421",285203,"EOGT",1.036171152,0.020403385
"FBgn0031452",54883,"CWC25",0.798011705,0.00400981
"FBgn0031457",124460,"SNX20",0.362251357,0.042831063
"FBgn0031457",90203,"SNX21",0.362251357,0.042831063
"FBgn0031478",79777,"ACBD4",-1.013400303,0.03555101
"FBgn0031478",91452,"ACBD5",-1.013400303,0.03555101
"FBgn0031484",11277,"TREX1",1.268350441,0.002959754
"FBgn0031484",55559,"HAUS7",1.268350441,0.002959754
"FBgn0031489",151531,"UPP2",-0.973571115,0.011283377
"FBgn0031489",7378,"UPP1",-0.973571115,0.011283377
"FBgn0031495",254887,"ZDHHC23",-0.725235074,0.02375448
"FBgn0031520",29988,"SLC2A8",0.412064778,0.037964165
"FBgn0031520",11182,"SLC2A6",0.412064778,0.037964165
"FBgn0031534",6642,"SNX1",-0.88093511,0.022292041
"FBgn0031534",6643,"SNX2",-0.88093511,0.022292041
"FBgn0031535",90637,"ZFAND2A",-1.402487257,0.046350512
"FBgn0031535",130617,"ZFAND2B",-1.402487257,0.046350512
"FBgn0031547",5651,"TMPRSS15",0.733162806,0.039600523
"FBgn0031547",25975,"EGFL6",0.733162806,0.039600523
"FBgn0031547",256691,"MAMDC2",0.733162806,0.039600523
"FBgn0031558",100526773,"EPPIN-WFDC6",1.231967447,0.03555101
"FBgn0031558",90199,"WFDC8",1.231967447,0.03555101
"FBgn0031558",140870,"WFDC6",1.231967447,0.03555101
"FBgn0031558",6692,"SPINT1",1.231967447,0.03555101
"FBgn0031575",79598,"CEP97",0.844501523,0.037829525
"FBgn0031590",1209,"CLPTM1",-1.714549746,0.00222461
"FBgn0031610",57567,"ZNF319",-1.076371553,0.016710851
"FBgn0031610",144348,"ZNF664",-1.076371553,0.016710851
"FBgn0031610",22806,"IKZF3",-1.076371553,0.016710851
"FBgn0031623",6883,"TAF12",1.320377811,0.001497435
"FBgn0031639",51116,"MRPS2",0.456023373,0.019942902
"FBgn0031662",9526,"MPDU1",-1.16602761,0.018309152
"FBgn0031664",26043,"UBXN7",-1.017370318,0.01441547
"FBgn0031689",1577,"CYP3A5",0.842966285,0.008233557
"FBgn0031689",6916,"TBXAS1",0.842966285,0.008233557
"FBgn0031689",1576,"CYP3A4",0.842966285,0.008233557
"FBgn0031689",64816,"CYP3A43",0.842966285,0.008233557
"FBgn0031689",1551,"CYP3A7",0.842966285,0.008233557
"FBgn0031711",26610,"ELP4",-0.464412459,0.042831063
"FBgn0031717",10007,"GNPDA1",-0.889484858,0.0399357
"FBgn0031717",132789,"GNPDA2",-0.889484858,0.0399357
"FBgn0031764",27341,"RRP7A",0.563641516,0.015555657
"FBgn0031764",91695,"RRP7B",0.563641516,0.015555657
"FBgn0031769",55920,"RCC2",-1.121881316,0.001972261
"FBgn0031771",4723,"NDUFV1",-0.446869914,0.019886825
"FBgn0031774",401207,"C5orf63",0.447635708,0.026552599
"FBgn0031776",5201,"PFDN1",0.499182607,0.015102092
"FBgn0031813",8310,"ACOX3",-0.891919497,0.012406469
"FBgn0031816",25898,"RCHY1",-0.564328024,0.019445088
"FBgn0031836",51020,"HDDC2",-1.915514538,0.00122703
"FBgn0031842",64693,"CTAGE1",-1.38817841,0.01146251
"FBgn0031842",100128553,"CTAGE4",-1.38817841,0.01146251
"FBgn0031842",375056,"MIA3",-1.38817841,0.01146251
"FBgn0031842",643854,"CTAGE9",-1.38817841,0.01146251
"FBgn0031842",4253,"CTAGE5",-1.38817841,0.01146251
"FBgn0031844",23597,"ACOT9",0.930595073,0.010047837
"FBgn0031857",55072,"RNF31",0.56155647,0.04044993
"FBgn0031859",387266,"KRTAP5-3",2.797436618,0.034346716
"FBgn0031883",55147,"RBM23",-0.64352761,0.005705397
"FBgn0031883",9584,"RBM39",-0.64352761,0.005705397
"FBgn0031886",27127,"SMC1B",-1.052902877,0.019300239
"FBgn0031904",57707,"KIAA1609",-1.84608482,0.038871489
"FBgn0031926",51293,"CD320",0.875231331,0.04044993
"FBgn0031969",949,"SCARB1",-0.783957048,0.037382584
"FBgn0031971",135154,"C6orf57",-1.82369341,0.002116583
"FBgn0031972",51741,"WWOX",-0.615599328,0.039690933
"FBgn0031973",5104,"SERPINA5",-2.482916404,0.033773727
"FBgn0031973",145264,"SERPINA12",-2.482916404,0.033773727
"FBgn0031973",3053,"SERPIND1",-2.482916404,0.033773727
"FBgn0031973",51156,"SERPINA10",-2.482916404,0.033773727
"FBgn0031987",51110,"LACTB2",-0.567066931,0.012748581
"FBgn0031993",63895,"PIEZO2",-1.9735588,0.004611773
